Area Abbreviation,Area Code,Area,Item Code,Item,Element Code,Element,Unit,latitude,longitude,Y2009,Y2010,Y2011,Y2012,Y2013
CA,33,Madhya Pradesh,2633,Cocoa Beans and products,5142,Food,1000 tonnes,56.13,-106.35,76,72,88,79,77
CA,33,Madhya Pradesh,2635,Tea (including mate),5142,Food,1000 tonnes,56.13,-106.35,14,15,17,16,16
CA,33,Madhya Pradesh,2640,Pepper,5142,Food,1000 tonnes,56.13,-106.35,5,5,5,5,5
CA,33,Madhya Pradesh,2641,Pimento,5142,Food,1000 tonnes,56.13,-106.35,6,6,6,6,6
CA,33,Madhya Pradesh,2642,Cloves,5142,Food,1000 tonnes,56.13,-106.35,0,0,0,0,0
CA,33,Madhya Pradesh,2645,"Spices, Other",5142,Food,1000 tonnes,56.13,-106.35,21,21,25,27,26
CA,33,Madhya Pradesh,2655,Wine,5142,Food,1000 tonnes,56.13,-106.35,365,388,400,415,403
CA,33,Madhya Pradesh,2656,Beer,5142,Food,1000 tonnes,56.13,-106.35,2293,1969,1985,2013,2026
CA,33,Madhya Pradesh,2657,"Beverages, Fermented",5142,Food,1000 tonnes,56.13,-106.35,493,548,545,549,551
CA,33,Madhya Pradesh,2658,"Beverages, Alcoholic",5142,Food,1000 tonnes,56.13,-106.35,2,2,3,2,2
CA,33,Madhya Pradesh,2731,Bovine Meat,5142,Food,1000 tonnes,56.13,-106.35,1039,1017,1011,1063,1064
CA,33,Madhya Pradesh,2732,Mutton & Goat Meat,5521,Feed,1000 tonnes,56.13,-106.35,1,3,2,2,2
CA,33,Madhya Pradesh,2732,Mutton & Goat Meat,5142,Food,1000 tonnes,56.13,-106.35,37,35,35,31,34
CA,33,Madhya Pradesh,2733,Pigmeat,5142,Food,1000 tonnes,56.13,-106.35,871,835,842,846,802
CA,33,Madhya Pradesh,2734,Poultry Meat,5142,Food,1000 tonnes,56.13,-106.35,1233,1253,1278,1279,1290
CA,33,Madhya Pradesh,2735,"Meat, Other",5521,Feed,1000 tonnes,56.13,-106.35,8,10,11,11,14
CA,33,Madhya Pradesh,2735,"Meat, Other",5142,Food,1000 tonnes,56.13,-106.35,1,2,2,2,2
CA,33,Madhya Pradesh,2736,"Offals, Edible",5521,Feed,1000 tonnes,56.13,-106.35,2,3,3,3,3
CA,33,Madhya Pradesh,2736,"Offals, Edible",5142,Food,1000 tonnes,56.13,-106.35,55,51,30,35,30
CA,33,Madhya Pradesh,2740,"Butter, Ghee",5142,Food,1000 tonnes,56.13,-106.35,93,87,97,104,95
CA,33,Madhya Pradesh,2743,Cream,5142,Food,1000 tonnes,56.13,-106.35,285,291,307,337,344
CA,33,Madhya Pradesh,2737,"Fats, Animals, Raw",5142,Food,1000 tonnes,56.13,-106.35,224,220,229,200,192
CA,33,Madhya Pradesh,2781,"Fish, Body Oil",5521,Feed,1000 tonnes,56.13,-106.35,41,45,47,51,35
CA,33,Madhya Pradesh,2781,"Fish, Body Oil",5142,Food,1000 tonnes,56.13,-106.35,0,0,0,0,0
CA,33,Madhya Pradesh,2782,"Fish, Liver Oil",5521,Feed,1000 tonnes,56.13,-106.35,0,1,1,1,1
CA,33,Madhya Pradesh,2782,"Fish, Liver Oil",5142,Food,1000 tonnes,56.13,-106.35,0,0,0,0,0
CA,33,Madhya Pradesh,2744,Eggs,5142,Food,1000 tonnes,56.13,-106.35,419,426,432,441,455
CA,33,Madhya Pradesh,2848,Milk - Excluding Butter,5521,Feed,1000 tonnes,56.13,-106.35,548,548,548,548,548
CA,33,Madhya Pradesh,2848,Milk - Excluding Butter,5142,Food,1000 tonnes,56.13,-106.35,6656,6900,7167,6712,6606
CA,33,Madhya Pradesh,2761,Freshwater Fish,5142,Food,1000 tonnes,56.13,-106.35,134,113,130,151,179
CA,33,Madhya Pradesh,2762,Demersal Fish,5142,Food,1000 tonnes,56.13,-106.35,196,189,189,158,169
CA,33,Madhya Pradesh,2763,Pelagic Fish,5521,Feed,1000 tonnes,56.13,-106.35,252,306,248,256,229
CA,33,Madhya Pradesh,2763,Pelagic Fish,5142,Food,1000 tonnes,56.13,-106.35,134,138,135,124,159
CA,33,Madhya Pradesh,2764,"Marine Fish, Other",5142,Food,1000 tonnes,56.13,-106.35,17,23,24,18,5
CA,33,Madhya Pradesh,2765,Crustaceans,5521,Feed,1000 tonnes,56.13,-106.35,1,4,3,5,3
CA,33,Madhya Pradesh,2765,Crustaceans,5142,Food,1000 tonnes,56.13,-106.35,175,175,183,190,158
CA,33,Madhya Pradesh,2766,Cephalopods,5521,Feed,1000 tonnes,56.13,-106.35,12,12,11,12,14
CA,33,Madhya Pradesh,2766,Cephalopods,5142,Food,1000 tonnes,56.13,-106.35,1,1,1,6,2
CA,33,Madhya Pradesh,2767,"Molluscs, Other",5142,Food,1000 tonnes,56.13,-106.35,120,116,120,109,120
CA,33,Madhya Pradesh,2768,"Meat, Aquatic Mammals",5142,Food,1000 tonnes,56.13,-106.35,0,0,0,0,0
CA,33,Madhya Pradesh,2769,"Aquatic Animals, Others",5142,Food,1000 tonnes,56.13,-106.35,0,0,0,2,3
CA,33,Madhya Pradesh,2775,Aquatic Plants,5142,Food,1000 tonnes,56.13,-106.35,0,0,0,0,0
CA,33,Madhya Pradesh,2680,Infant food,5142,Food,1000 tonnes,56.13,-106.35,22,22,23,22,25
CA,33,Madhya Pradesh,2905,Cereals - Excluding Beer,5521,Feed,1000 tonnes,56.13,-106.35,18754,17070,17677,19623,23906
CA,33,Madhya Pradesh,2905,Cereals - Excluding Beer,5142,Food,1000 tonnes,56.13,-106.35,3925,3936,3790,4057,4200
CA,33,Madhya Pradesh,2907,Starchy Roots,5521,Feed,1000 tonnes,56.13,-106.35,6,4,5,9,8
CA,33,Madhya Pradesh,2907,Starchy Roots,5142,Food,1000 tonnes,56.13,-106.35,2514,2861,2771,2617,2586
CA,33,Madhya Pradesh,2908,Sugar Crops,5521,Feed,1000 tonnes,56.13,-106.35,13,11,16,12,12
CA,33,Madhya Pradesh,2909,Sugar & Sweeteners,5142,Food,1000 tonnes,56.13,-106.35,1671,1573,1724,1680,1698
CA,33,Madhya Pradesh,2911,Pulses,5521,Feed,1000 tonnes,56.13,-106.35,306,159,156,153,154
CA,33,Madhya Pradesh,2911,Pulses,5142,Food,1000 tonnes,56.13,-106.35,275,352,386,404,426
CA,33,Madhya Pradesh,2912,Treenuts,5142,Food,1000 tonnes,56.13,-106.35,137,146,154,175,181
CA,33,Madhya Pradesh,2913,Oilcrops,5521,Feed,1000 tonnes,56.13,-106.35,356,365,362,159,1209
CA,33,Madhya Pradesh,2913,Oilcrops,5142,Food,1000 tonnes,56.13,-106.35,221,228,241,240,260
CA,33,Madhya Pradesh,2914,Vegetable Oils,5142,Food,1000 tonnes,56.13,-106.35,845,894,900,898,895
CA,33,Madhya Pradesh,2918,Vegetables,5142,Food,1000 tonnes,56.13,-106.35,3816,3777,3896,4012,3816
CA,33,Madhya Pradesh,2919,Fruits - Excluding Wine,5142,Food,1000 tonnes,56.13,-106.35,4524,4550,4435,4381,4773
CA,33,Madhya Pradesh,2922,Stimulants,5142,Food,1000 tonnes,56.13,-106.35,316,352,373,350,358
CA,33,Madhya Pradesh,2923,Spices,5142,Food,1000 tonnes,56.13,-106.35,33,32,36,39,38
CA,33,Madhya Pradesh,2924,Alcoholic Beverages,5142,Food,1000 tonnes,56.13,-106.35,3153,2907,2933,2978,2982
CA,33,Madhya Pradesh,2943,Meat,5521,Feed,1000 tonnes,56.13,-106.35,9,12,13,13,16
CA,33,Madhya Pradesh,2943,Meat,5142,Food,1000 tonnes,56.13,-106.35,3182,3141,3169,3221,3193
CA,33,Madhya Pradesh,2945,Offals,5521,Feed,1000 tonnes,56.13,-106.35,2,3,3,3,3
CA,33,Madhya Pradesh,2945,Offals,5142,Food,1000 tonnes,56.13,-106.35,55,51,30,35,30
CA,33,Madhya Pradesh,2946,Animal fats,5521,Feed,1000 tonnes,56.13,-106.35,41,46,47,51,35
CA,33,Madhya Pradesh,2946,Animal fats,5142,Food,1000 tonnes,56.13,-106.35,603,598,632,641,631
CA,33,Madhya Pradesh,2949,Eggs,5142,Food,1000 tonnes,56.13,-106.35,419,426,432,441,455
CA,33,Madhya Pradesh,2948,Milk - Excluding Butter,5521,Feed,1000 tonnes,56.13,-106.35,548,548,548,548,548
CA,33,Madhya Pradesh,2948,Milk - Excluding Butter,5142,Food,1000 tonnes,56.13,-106.35,6656,6900,7167,6712,6606
CA,33,Madhya Pradesh,2960,"Fish, Seafood",5521,Feed,1000 tonnes,56.13,-106.35,265,321,262,272,246
CA,33,Madhya Pradesh,2960,"Fish, Seafood",5142,Food,1000 tonnes,56.13,-106.35,777,754,782,756,792
CA,33,Madhya Pradesh,2961,"Aquatic Products, Other",5142,Food,1000 tonnes,56.13,-106.35,0,0,0,2,3
CA,33,Madhya Pradesh,2928,Miscellaneous,5142,Food,1000 tonnes,56.13,-106.35,22,22,23,22,25
CF,37,Punjab,2511,Wheat and products,5142,Food,1000 tonnes,6.61,20.94,31,36,42,50,26
CF,37,Punjab,2805,Rice (Milled Equivalent),5142,Food,1000 tonnes,6.61,20.94,26,30,30,29,34
CF,37,Punjab,2514,Maize and products,5142,Food,1000 tonnes,6.61,20.94,141,152,152,143,126
CF,37,Punjab,2515,Rye and products,5142,Food,1000 tonnes,6.61,20.94,0,0,0,0,0
CF,37,Punjab,2516,Oats,5142,Food,1000 tonnes,6.61,20.94,0,0,0,0,0
CF,37,Punjab,2517,Millet and products,5142,Food,1000 tonnes,6.61,20.94,9,9,10,10,11
CF,37,Punjab,2518,Sorghum and products,5521,Feed,1000 tonnes,6.61,20.94,1,1,1,1,1
CF,37,Punjab,2518,Sorghum and products,5142,Food,1000 tonnes,6.61,20.94,44,44,42,40,41
CF,37,Punjab,2520,"Cereals, Other",5142,Food,1000 tonnes,6.61,20.94,1,1,0,0,0
CF,37,Punjab,2532,Cassava and products,5142,Food,1000 tonnes,6.61,20.94,624,659,685,664,563
CF,37,Punjab,2531,Potatoes and products,5142,Food,1000 tonnes,6.61,20.94,1,1,1,1,1
CF,37,Punjab,2535,Yams,5142,Food,1000 tonnes,6.61,20.94,353,370,385,425,340
CF,37,Punjab,2534,"Roots, Other",5142,Food,1000 tonnes,6.61,20.94,108,112,117,133,143
CF,37,Punjab,2542,Sugar (Raw Equivalent),5142,Food,1000 tonnes,6.61,20.94,24,22,24,26,22
CF,37,Punjab,2543,"Sweeteners, Other",5142,Food,1000 tonnes,6.61,20.94,0,0,0,0,0
CF,37,Punjab,2745,Honey,5142,Food,1000 tonnes,6.61,20.94,15,15,16,16,16
CF,37,Punjab,2546,Beans,5142,Food,1000 tonnes,6.61,20.94,0,0,0,0,0
CF,37,Punjab,2547,Peas,5142,Food,1000 tonnes,6.61,20.94,2,3,2,1,2
CF,37,Punjab,2549,"Pulses, Other and products",5142,Food,1000 tonnes,6.61,20.94,28,34,35,35,36
CF,37,Punjab,2551,Nuts and products,5142,Food,1000 tonnes,6.61,20.94,0,0,0,0,0
CF,37,Punjab,2558,Rape and Mustardseed,5142,Food,1000 tonnes,6.61,20.94,0,0,0,0,0
CF,37,Punjab,2560,Coconuts - Incl Copra,5142,Food,1000 tonnes,6.61,20.94,0,0,0,0,0
CF,37,Punjab,2561,Sesame seed,5142,Food,1000 tonnes,6.61,20.94,24,13,10,9,9
CF,37,Punjab,2562,Palm kernels,5142,Food,1000 tonnes,6.61,20.94,1,0,0,0,0
CF,37,Punjab,2570,"Oilcrops, Other",5521,Feed,1000 tonnes,6.61,20.94,0,0,0,0,0
CF,37,Punjab,2570,"Oilcrops, Other",5142,Food,1000 tonnes,6.61,20.94,24,26,25,25,25
CF,37,Punjab,2571,Soyabean Oil,5142,Food,1000 tonnes,6.61,20.94,1,1,0,0,0
CF,37,Punjab,2572,Groundnut Oil,5142,Food,1000 tonnes,6.61,20.94,36,37,39,36,39
CF,37,Punjab,2573,Sunflowerseed Oil,5142,Food,1000 tonnes,6.61,20.94,0,0,0,0,0
CF,37,Punjab,2574,Rape and Mustard Oil,5142,Food,1000 tonnes,6.61,20.94,0,0,0,0,0
CF,37,Punjab,2575,Cottonseed Oil,5142,Food,1000 tonnes,6.61,20.94,0,0,0,0,0
CF,37,Punjab,2576,Palmkernel Oil,5142,Food,1000 tonnes,6.61,20.94,0,0,0,0,0
CF,37,Punjab,2577,Palm Oil,5142,Food,1000 tonnes,6.61,20.94,6,6,5,6,7
CF,37,Punjab,2579,Sesameseed Oil,5142,Food,1000 tonnes,6.61,20.94,8,8,8,8,8
CF,37,Punjab,2580,Olive Oil,5142,Food,1000 tonnes,6.61,20.94,0,0,0,0,0
CF,37,Punjab,2582,Maize Germ Oil,5142,Food,1000 tonnes,6.61,20.94,0,0,0,0,0
CF,37,Punjab,2586,"Oilcrops Oil, Other",5142,Food,1000 tonnes,6.61,20.94,2,1,0,0,0
CF,37,Punjab,2601,Tomatoes and products,5142,Food,1000 tonnes,6.61,20.94,1,1,1,3,0
CF,37,Punjab,2602,Onions,5142,Food,1000 tonnes,6.61,20.94,0,0,0,0,0
CF,37,Punjab,2605,"Vegetables, Other",5521,Feed,1000 tonnes,6.61,20.94,0,0,0,0,0
CF,37,Punjab,2605,"Vegetables, Other",5142,Food,1000 tonnes,6.61,20.94,96,84,86,89,86
CF,37,Punjab,2611,"Oranges, Mandarines",5142,Food,1000 tonnes,6.61,20.94,21,22,27,28,25
CF,37,Punjab,2612,"Lemons, Limes and products",5142,Food,1000 tonnes,6.61,20.94,2,2,2,2,2
CF,37,Punjab,2613,Grapefruit and products,5142,Food,1000 tonnes,6.61,20.94,4,4,5,5,5
CF,37,Punjab,2615,Bananas,5142,Food,1000 tonnes,6.61,20.94,113,113,112,115,116
CF,37,Punjab,2616,Plantains,5142,Food,1000 tonnes,6.61,20.94,34,35,34,34,34
CF,37,Punjab,2617,Apples and products,5142,Food,1000 tonnes,6.61,20.94,0,0,0,0,0
CF,37,Punjab,2618,Pineapples and products,5142,Food,1000 tonnes,6.61,20.94,13,13,14,14,14
CF,37,Punjab,2619,Dates,5142,Food,1000 tonnes,6.61,20.94,0,0,0,0,0
CF,37,Punjab,2620,Grapes and products (excl wine),5142,Food,1000 tonnes,6.61,20.94,0,0,0,0,0
CF,37,Punjab,2625,"Fruits, Other",5142,Food,1000 tonnes,6.61,20.94,13,14,17,17,17
CF,37,Punjab,2630,Coffee and products,5142,Food,1000 tonnes,6.61,20.94,2,3,5,6,7
CF,37,Punjab,2633,Cocoa Beans and products,5142,Food,1000 tonnes,6.61,20.94,0,0,0,0,0
CF,37,Punjab,2635,Tea (including mate),5142,Food,1000 tonnes,6.61,20.94,0,0,0,0,0
CF,37,Punjab,2640,Pepper,5142,Food,1000 tonnes,6.61,20.94,0,0,0,0,0
CF,37,Punjab,2641,Pimento,5142,Food,1000 tonnes,6.61,20.94,0,0,0,0,0
CF,37,Punjab,2645,"Spices, Other",5142,Food,1000 tonnes,6.61,20.94,0,0,0,0,0
CF,37,Punjab,2655,Wine,5142,Food,1000 tonnes,6.61,20.94,0,1,1,1,0
CF,37,Punjab,2656,Beer,5142,Food,1000 tonnes,6.61,20.94,17,15,18,18,13
CF,37,Punjab,2657,"Beverages, Fermented",5142,Food,1000 tonnes,6.61,20.94,65,77,76,76,69
CF,37,Punjab,2658,"Beverages, Alcoholic",5142,Food,1000 tonnes,6.61,20.94,0,0,0,0,0
CF,37,Punjab,2731,Bovine Meat,5142,Food,1000 tonnes,6.61,20.94,83,85,88,90,55
CF,37,Punjab,2732,Mutton & Goat Meat,5142,Food,1000 tonnes,6.61,20.94,19,20,24,24,24
CF,37,Punjab,2733,Pigmeat,5142,Food,1000 tonnes,6.61,20.94,18,19,18,16,17
CF,37,Punjab,2734,Poultry Meat,5142,Food,1000 tonnes,6.61,20.94,6,6,6,7,7
CF,37,Punjab,2735,"Meat, Other",5142,Food,1000 tonnes,6.61,20.94,25,31,32,33,33
CF,37,Punjab,2736,"Offals, Edible",5142,Food,1000 tonnes,6.61,20.94,14,15,15,15,15
CF,37,Punjab,2740,"Butter, Ghee",5142,Food,1000 tonnes,6.61,20.94,0,0,0,0,0
CF,37,Punjab,2743,Cream,5142,Food,1000 tonnes,6.61,20.94,0,0,0,0,0
CF,37,Punjab,2737,"Fats, Animals, Raw",5142,Food,1000 tonnes,6.61,20.94,5,5,5,5,4
CF,37,Punjab,2781,"Fish, Body Oil",5521,Feed,1000 tonnes,6.61,20.94,0,0,0,0,0
CF,37,Punjab,2781,"Fish, Body Oil",5142,Food,1000 tonnes,6.61,20.94,0,0,0,0,0
CF,37,Punjab,2744,Eggs,5142,Food,1000 tonnes,6.61,20.94,2,3,3,2,2
CF,37,Punjab,2848,Milk - Excluding Butter,5142,Food,1000 tonnes,6.61,20.94,72,75,78,81,62
CF,37,Punjab,2761,Freshwater Fish,5142,Food,1000 tonnes,6.61,20.94,33,35,35,32,30
CF,37,Punjab,2762,Demersal Fish,5142,Food,1000 tonnes,6.61,20.94,0,0,0,0,0
CF,37,Punjab,2763,Pelagic Fish,5521,Feed,1000 tonnes,6.61,20.94,0,0,0,0,0
CF,37,Punjab,2763,Pelagic Fish,5142,Food,1000 tonnes,6.61,20.94,2,3,3,4,5
CF,37,Punjab,2764,"Marine Fish, Other",5142,Food,1000 tonnes,6.61,20.94,2,3,3,3,1
CF,37,Punjab,2765,Crustaceans,5142,Food,1000 tonnes,6.61,20.94,0,0,0,0,0
CF,37,Punjab,2766,Cephalopods,5142,Food,1000 tonnes,6.61,20.94,0,0,0,0,0
CF,37,Punjab,2767,"Molluscs, Other",5142,Food,1000 tonnes,6.61,20.94,0,0,0,0,0
CF,37,Punjab,2775,Aquatic Plants,5142,Food,1000 tonnes,6.61,20.94,0,0,0,0,0
CF,37,Punjab,2680,Infant food,5142,Food,1000 tonnes,6.61,20.94,0,0,0,0,0
CF,37,Punjab,2905,Cereals - Excluding Beer,5521,Feed,1000 tonnes,6.61,20.94,1,1,1,1,1
CF,37,Punjab,2905,Cereals - Excluding Beer,5142,Food,1000 tonnes,6.61,20.94,251,272,277,271,238
CF,37,Punjab,2907,Starchy Roots,5142,Food,1000 tonnes,6.61,20.94,1086,1141,1187,1222,1046
CF,37,Punjab,2909,Sugar & Sweeteners,5142,Food,1000 tonnes,6.61,20.94,38,37,39,42,38
CF,37,Punjab,2911,Pulses,5142,Food,1000 tonnes,6.61,20.94,30,37,37,36,39
CF,37,Punjab,2912,Treenuts,5142,Food,1000 tonnes,6.61,20.94,0,0,0,0,0
CF,37,Punjab,2913,Oilcrops,5521,Feed,1000 tonnes,6.61,20.94,0,0,0,0,0
CF,37,Punjab,2913,Oilcrops,5142,Food,1000 tonnes,6.61,20.94,49,40,35,34,34
CF,37,Punjab,2914,Vegetable Oils,5142,Food,1000 tonnes,6.61,20.94,53,52,53,51,54
CF,37,Punjab,2918,Vegetables,5521,Feed,1000 tonnes,6.61,20.94,0,0,0,0,0
CF,37,Punjab,2918,Vegetables,5142,Food,1000 tonnes,6.61,20.94,97,85,87,91,86
CF,37,Punjab,2919,Fruits - Excluding Wine,5142,Food,1000 tonnes,6.61,20.94,199,203,209,216,214
CF,37,Punjab,2922,Stimulants,5142,Food,1000 tonnes,6.61,20.94,2,3,5,6,7
CF,37,Punjab,2923,Spices,5142,Food,1000 tonnes,6.61,20.94,0,0,0,0,0
CF,37,Punjab,2924,Alcoholic Beverages,5142,Food,1000 tonnes,6.61,20.94,82,93,95,95,82
CF,37,Punjab,2943,Meat,5142,Food,1000 tonnes,6.61,20.94,150,161,167,170,136
CF,37,Punjab,2945,Offals,5142,Food,1000 tonnes,6.61,20.94,14,15,15,15,15
CF,37,Punjab,2946,Animal fats,5521,Feed,1000 tonnes,6.61,20.94,0,0,0,0,0
CF,37,Punjab,2946,Animal fats,5142,Food,1000 tonnes,6.61,20.94,5,5,5,5,4
CF,37,Punjab,2949,Eggs,5142,Food,1000 tonnes,6.61,20.94,2,3,3,2,2
CF,37,Punjab,2948,Milk - Excluding Butter,5142,Food,1000 tonnes,6.61,20.94,72,75,78,81,62
CF,37,Punjab,2960,"Fish, Seafood",5521,Feed,1000 tonnes,6.61,20.94,0,0,0,0,0
CF,37,Punjab,2960,"Fish, Seafood",5142,Food,1000 tonnes,6.61,20.94,37,41,41,38,36
CF,37,Punjab,2961,"Aquatic Products, Other",5142,Food,1000 tonnes,6.61,20.94,0,0,0,0,0
CF,37,Punjab,2928,Miscellaneous,5142,Food,1000 tonnes,6.61,20.94,0,0,0,0,0
TD,39,Uttar Pradesh,2511,Wheat and products,5142,Food,1000 tonnes,15.45,18.73,120,123,113,112,119
TD,39,Uttar Pradesh,2805,Rice (Milled Equivalent),5142,Food,1000 tonnes,15.45,18.73,106,108,107,125,139
TD,39,Uttar Pradesh,2514,Maize and products,5521,Feed,1000 tonnes,15.45,18.73,15,15,15,25,28
TD,39,Uttar Pradesh,2514,Maize and products,5142,Food,1000 tonnes,15.45,18.73,146,170,181,200,211
TD,39,Uttar Pradesh,2517,Millet and products,5521,Feed,1000 tonnes,15.45,18.73,11,12,6,17,12
TD,39,Uttar Pradesh,2517,Millet and products,5142,Food,1000 tonnes,15.45,18.73,430,421,442,512,520
TD,39,Uttar Pradesh,2518,Sorghum and products,5521,Feed,1000 tonnes,15.45,18.73,13,14,14,24,16
TD,39,Uttar Pradesh,2518,Sorghum and products,5142,Food,1000 tonnes,15.45,18.73,532,577,615,688,684
TD,39,Uttar Pradesh,2520,"Cereals, Other",5142,Food,1000 tonnes,15.45,18.73,394,401,400,432,416
TD,39,Uttar Pradesh,2532,Cassava and products,5521,Feed,1000 tonnes,15.45,18.73,12,12,12,12,13
TD,39,Uttar Pradesh,2532,Cassava and products,5142,Food,1000 tonnes,15.45,18.73,207,208,207,216,225
TD,39,Uttar Pradesh,2531,Potatoes and products,5142,Food,1000 tonnes,15.45,18.73,40,40,39,41,42
TD,39,Uttar Pradesh,2533,Sweet potatoes,5521,Feed,1000 tonnes,15.45,18.73,4,4,4,5,5
TD,39,Uttar Pradesh,2533,Sweet potatoes,5142,Food,1000 tonnes,15.45,18.73,72,70,68,72,75
TD,39,Uttar Pradesh,2535,Yams,5521,Feed,1000 tonnes,15.45,18.73,17,21,20,21,22
TD,39,Uttar Pradesh,2535,Yams,5142,Food,1000 tonnes,15.45,18.73,264,332,320,336,344
TD,39,Uttar Pradesh,2534,"Roots, Other",5142,Food,1000 tonnes,15.45,18.73,27,21,21,22,23
TD,39,Uttar Pradesh,2542,Sugar (Raw Equivalent),5142,Food,1000 tonnes,15.45,18.73,87,106,121,136,133
TD,39,Uttar Pradesh,2543,"Sweeteners, Other",5142,Food,1000 tonnes,15.45,18.73,0,1,1,1,1
TD,39,Uttar Pradesh,2745,Honey,5142,Food,1000 tonnes,15.45,18.73,1,1,1,1,1
TD,39,Uttar Pradesh,2546,Beans,5142,Food,1000 tonnes,15.45,18.73,68,60,58,58,61
TD,39,Uttar Pradesh,2549,"Pulses, Other and products",5142,Food,1000 tonnes,15.45,18.73,40,43,46,49,51
TD,39,Uttar Pradesh,2551,Nuts and products,5142,Food,1000 tonnes,15.45,18.73,0,0,0,0,0
TD,39,Uttar Pradesh,2556,Groundnuts (Shelled Eq),5142,Food,1000 tonnes,15.45,18.73,153,165,172,137,160
TD,39,Uttar Pradesh,2558,Rape and Mustardseed,5142,Food,1000 tonnes,15.45,18.73,0,0,0,0,0
TD,39,Uttar Pradesh,2560,Coconuts - Incl Copra,5142,Food,1000 tonnes,15.45,18.73,0,0,0,0,0
TD,39,Uttar Pradesh,2561,Sesame seed,5142,Food,1000 tonnes,15.45,18.73,30,32,32,34,34
TD,39,Uttar Pradesh,2570,"Oilcrops, Other",5521,Feed,1000 tonnes,15.45,18.73,1,1,1,1,1
TD,39,Uttar Pradesh,2570,"Oilcrops, Other",5142,Food,1000 tonnes,15.45,18.73,16,15,15,16,17
TD,39,Uttar Pradesh,2572,Groundnut Oil,5142,Food,1000 tonnes,15.45,18.73,32,35,36,33,33
TD,39,Uttar Pradesh,2575,Cottonseed Oil,5142,Food,1000 tonnes,15.45,18.73,5,3,4,6,6
TD,39,Uttar Pradesh,2580,Olive Oil,5142,Food,1000 tonnes,15.45,18.73,0,0,0,0,0
TD,39,Uttar Pradesh,2586,"Oilcrops Oil, Other",5142,Food,1000 tonnes,15.45,18.73,4,1,1,1,1
TD,39,Uttar Pradesh,2601,Tomatoes and products,5142,Food,1000 tonnes,15.45,18.73,0,0,0,0,0
TD,39,Uttar Pradesh,2602,Onions,5142,Food,1000 tonnes,15.45,18.73,16,16,17,18,20
TD,39,Uttar Pradesh,2605,"Vegetables, Other",5142,Food,1000 tonnes,15.45,18.73,80,73,77,78,79
TD,39,Uttar Pradesh,2611,"Oranges, Mandarines",5142,Food,1000 tonnes,15.45,18.73,0,0,0,0,0
TD,39,Uttar Pradesh,2612,"Lemons, Limes and products",5142,Food,1000 tonnes,15.45,18.73,0,0,0,0,0
TD,39,Uttar Pradesh,2613,Grapefruit and products,5142,Food,1000 tonnes,15.45,18.73,0,0,0,0,0
TD,39,Uttar Pradesh,2615,Bananas,5142,Food,1000 tonnes,15.45,18.73,0,0,0,0,0
TD,39,Uttar Pradesh,2617,Apples and products,5142,Food,1000 tonnes,15.45,18.73,0,0,0,0,0
TD,39,Uttar Pradesh,2619,Dates,5142,Food,1000 tonnes,15.45,18.73,17,17,18,18,18
TD,39,Uttar Pradesh,2620,Grapes and products (excl wine),5142,Food,1000 tonnes,15.45,18.73,0,0,0,0,0
TD,39,Uttar Pradesh,2625,"Fruits, Other",5142,Food,1000 tonnes,15.45,18.73,88,87,90,92,91
TD,39,Uttar Pradesh,2630,Coffee and products,5142,Food,1000 tonnes,15.45,18.73,0,0,0,0,0
TD,39,Uttar Pradesh,2633,Cocoa Beans and products,5142,Food,1000 tonnes,15.45,18.73,0,0,0,0,0
TD,39,Uttar Pradesh,2635,Tea (including mate),5142,Food,1000 tonnes,15.45,18.73,0,1,0,0,0
TD,39,Uttar Pradesh,2640,Pepper,5142,Food,1000 tonnes,15.45,18.73,0,0,0,0,0
TD,39,Uttar Pradesh,2642,Cloves,5142,Food,1000 tonnes,15.45,18.73,0,0,0,0,0
TD,39,Uttar Pradesh,2645,"Spices, Other",5142,Food,1000 tonnes,15.45,18.73,0,0,0,0,0
TD,39,Uttar Pradesh,2655,Wine,5142,Food,1000 tonnes,15.45,18.73,1,3,2,2,2
TD,39,Uttar Pradesh,2656,Beer,5142,Food,1000 tonnes,15.45,18.73,34,37,46,51,56
TD,39,Uttar Pradesh,2657,"Beverages, Fermented",5142,Food,1000 tonnes,15.45,18.73,19,21,11,29,20
TD,39,Uttar Pradesh,2658,"Beverages, Alcoholic",5142,Food,1000 tonnes,15.45,18.73,0,0,1,1,1
TD,39,Uttar Pradesh,2731,Bovine Meat,5142,Food,1000 tonnes,15.45,18.73,91,95,97,98,98
TD,39,Uttar Pradesh,2732,Mutton & Goat Meat,5142,Food,1000 tonnes,15.45,18.73,40,41,41,42,43
TD,39,Uttar Pradesh,2733,Pigmeat,5142,Food,1000 tonnes,15.45,18.73,1,1,1,1,1
TD,39,Uttar Pradesh,2734,Poultry Meat,5142,Food,1000 tonnes,15.45,18.73,5,5,5,5,5
TD,39,Uttar Pradesh,2735,"Meat, Other",5142,Food,1000 tonnes,15.45,18.73,5,6,6,6,6
TD,39,Uttar Pradesh,2736,"Offals, Edible",5142,Food,1000 tonnes,15.45,18.73,25,26,26,27,27
TD,39,Uttar Pradesh,2740,"Butter, Ghee",5142,Food,1000 tonnes,15.45,18.73,1,1,1,1,1
TD,39,Uttar Pradesh,2737,"Fats, Animals, Raw",5142,Food,1000 tonnes,15.45,18.73,4,4,4,4,4
